@RELATION WekaTry3

@ATTRIBUTE attribute_0 {Desert Marathon,Jerusalem Marathon,Tel Aviv Marathon,Tiberias Winner Marathon,﻿Marathon Name}
@ATTRIBUTE attribute_1 {"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceOne,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אלישע דגניה ב' 2017,מרוץ הגליל העליון ה-2,מרוץ הגליל העליון ה-3,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ כפר סבא,מרוץ כפר-סבא 2017,מרוץ להבים,מרוץ מעגן מיכאל,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרוץ שליחים כרמל טרייל יום III,מרתון Winner טבריה 2017,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018}
@ATTRIBUTE attribute_2 {RaceOneKM,אילת 2016",אליפות הארץ ל 15 ק""מ",5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 {-98,-49,-21,"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,"מרתון התנ""ך 2017",Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceTwo,בשביל הבנים הדרוזים,חצי מרתון אשכול גליל מערבי,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אשדוד אליפות ישראל,מרוץ בית יצחק,מרוץ גיא,מרוץ דגניה ב,מרוץ הלילה של נהריה 2017,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרתון Winner טבריה 2017,מרתון טבריה Winner 2016,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018,ספורטיאדה ריצה ואופניים יום I,שביל הבנים הדרוזים 2017}
@ATTRIBUTE attribute_6 {RaceTwoKM,אילת 2016",אליפות הארץ ל 15 ק""מ",בשביל הבנים הדרוזים,מרוץ אייל 2016,מרוץ גיא,מרוץ הלילה של תל-אביב,מרוץ כוכב יאיר צור יגאל 2016,מרתון טבריה Winner 2016,5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 {-0.215669179,-0.174586461,-0.082839791,-0.071312378,-0.02049143,-0.004769332,6.25E-05,0.010449148,0.014489943,0.030416983,0.033153012,0.034807161,0.039829206,0.041157229,0.046475263,0.046554953,0.048813074,0.049594136,0.063925742,0.07320708,0.083788938,0.087728666,0.089009278,0.092999982,0.097684071,0.106577038,0.112547782,0.124013958,0.133135206,0.134501548,0.143946516,0.155706161,0.160721089,0.165110336,0.168380915,0.172193511,0.172271523,0.183198071,0.190877815,0.195560987,0.208016315,0.218905121,0.224393941,0.243287052,0.254375723,0.26100101,0.265141594,0.290113693,0.296547784,0.335186489,0.351423989,Failure,Improvement,Same,Seccess}

@DATA
Jerusalem Marathon,International Tiberias Winner Marathon 2018,42195,0.597099171,-61,חצי מרתון עמק המעיינות,21097,0.340227508,-37,16558,0.077332332,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.331954498,-35,מרוץ הלילה של תל-אביב,10000,0.260068389,-16,14995,0.169850625,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.594511017,-21,מרתון Winner טבריה 2017,42195,0.592827586,-49,17542,-0.003831258,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.293462025,-84,מרוץ אייל 2016,15000,0.295896328,-20,15484,0.218579424,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.344759459,-21,מרתון Winner טבריה 2017,42195,0.486896552,-49,16153,0.085791557,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.330528181,-98,מרוץ הלילה של תל-אביב 2017,10000,0.315996996,-17,17356,0.324857386,Failure
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.275166192,-6,"המרתון המדברי, אילת 2016",21097,0.226434855,-113,16209,0.254375723,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.413034483,-49,מרוץ הלילה של תל-אביב,10000,0.448708207,-51,13788,-0.048729868,Seccess
Tel Aviv Marathon,מסכמת תל אביב,5000,0.382777501,-22,מרתון טבריה Winner 2016,42195,0.515626041,-27,17816,0.159591026,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,10000,0.267492028,-21,מרתון Winner טבריה 2017,10000,0.28080164,-49,17074,0.285967488,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,42195,0.569376965,-47,מרוץ הלילה של תל-אביב 2017,10000,0.276943297,-68,16242,0.14425275,Same
Tiberias Winner Marathon,מרוץ אייל 2016,15000,0.251835853,-55,חצי מרתון חיפה ה-19,21097,0.315833566,-8,14469,0.145751497,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.660508585,-14,חצי מרתון עמק המעיינות,21097,0.600367689,-84,17380,-0.028841817,Seccess
Jerusalem Marathon,מרוץ ראשון לציון 2017,15000,0.373497889,-42,מרתון Winner טבריה 2017,42195,0.596689655,-28,17004,0.070574694,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.376996438,-84,מרוץ חיפה 2017,21097,0.339842847,-28,15126,0.12814125,Same
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",42195,0.364256716,-49,מרוץ אייל 2016,15000,0.271850252,-6,14939,0.143946516,Same
Jerusalem Marathon,International Tiberias Winner Marathon 2018,42195,0.593240926,-61,חצי מרתון עמק המעיינות,21097,0.398598185,-37,16467,0.043920813,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.264506492,-84,"המרתון המדברי, אילת 2016",42195,0.441824307,-14,14869,0.112547782,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.267493968,-35,מרוץ אייל 2016,15000,0.251835853,-20,14419,0.166473021,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.541793103,-49,מרוץ הלילה של תל-אביב,10000,0.256838906,-51,15238,0.094924428,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.607041947,-14,חצי מרתון עמק המעיינות,21097,0.413535562,-84,18058,0.137167955,Same
Jerusalem Marathon,מרוץ הגליל העליון ה-3,5000,0.209731544,-14,מרתון סמסונג תל-אביב 2017,42195,0.649246231,-7,16151,0.07200365,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,42195,0.428336729,-21,מרתון טבריה Winner 2016,42195,0.482041714,-49,16403,0.067475161,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.604723611,-14,Desert Marathon 2017,21097,0.275716975,-98,17910,0.197225595,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.315063771,-35,מרוץ אייל 2016,15000,0.31562275,-20,15102,0.157898119,Same
Tel Aviv Marathon,מרוץ נס ציונה,10000,0.313924051,-13,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.443731118,-8,16686,0.155706161,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.569849246,-21,מרתון Winner טבריה 2017,42195,0.598965517,-49,16358,-0.069767814,Seccess
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.394446249,-21,מרתון Winner טבריה 2017,42195,0.581724138,-28,17198,0.157682105,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.339078479,-35,מרוץ הלילה של תל-אביב,10000,0.207826748,-16,15319,0.214754283,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.383919598,-21,מרתון Winner טבריה 2017,42195,0.395034483,-49,15994,0.102044077,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.554387321,-21,מרתון Winner טבריה 2017,42195,0.482965517,-49,16637,0.01368306,Same
Tel Aviv Marathon,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.432976601,-27,מרתון טבריה Winner 2016,42195,0.468647964,-22,14402,-0.066373826,Seccess
Tel Aviv Marathon,מרתון Winner טבריה 2017,10000,0.291505352,-49,מרוץ התחתונים ה-6,10000,0.274149034,-7,15881,0.261123329,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,42195,0.377603996,-21,מרתון טבריה Winner 2016,42195,0.466648897,-49,13601,-0.084071367,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.388466275,-14,Desert Marathon 2017,42195,0.740236298,-98,14368,-0.166488733,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,42195,0.525859236,-21,מרתון טבריה Winner 2016,42195,0.463983474,-49,15217,-0.050396385,Seccess
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,42195,0.425192912,-47,Desert Marathon 2017,42195,0.668198228,-51,14211,-0.126424614,Seccess
Jerusalem Marathon,מרוץ הגליל העליון ה-2,15000,0.469283276,-7,מרתון טבריה Winner 2016,42195,0.461118145,-63,15401,-0.008552931,Seccess
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.270217603,-21,מרוץ אייל 2016,15000,0.274730022,-83,14289,0.148399786,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.376766632,-84,מרוץ אייל 2017,15000,0.445062837,-20,16838,0.199677166,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.271532012,-77,חצי מרתון עמק המעיינות,21097,0.29288751,-7,13733,0.095679686,Same
Jerusalem Marathon,Desert Marathon 2017,42195,0.952576305,-112,מרוץ אייל 2017,15000,0.630520646,-6,16417,-0.255090142,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.272646449,-21,מרוץ ראשון לציון 2017,15000,0.294900942,-21,16430,0.235438753,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.39672535,-14,International Tiberias Winner Marathon 2018,42195,0.428265219,-47,15329,0.050369976,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.37854391,-21,מרתון Winner טבריה 2017,42195,0.408413793,-49,17040,0.164476055,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.567452648,-21,מרתון Winner טבריה 2017,42195,0.422206897,-49,16966,0.058425229,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.545057864,-14,Desert Marathon 2017,21097,0.281917839,-98,15780,0.079883361,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.264736298,-84,מרוץ הלילה של תל-אביב,10000,0.173442249,-16,14278,0.200933919,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.350206897,-49,חצי מרתון עמק המעיינות,21097,0.265425715,-35,14806,0.153026369,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.359875905,-35,מרוץ אשדוד אליפות ישראל,10000,0.437131326,-31,14739,0.049703281,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.419655172,-70,חצי מרתון עמק המעיינות,21097,0.424566242,-35,15211,0.019680338,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.274771341,-77,חצי מרתון עמק המעיינות,21097,0.291508675,-7,13883,0.106345883,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.421646695,-21,מרתון Winner טבריה 2017,42195,0.383034483,-49,15786,0.075969986,Same
Jerusalem Marathon,מרוץ הגליל העליון ה-3,15000,0.44222361,-14,מרוץ התחתונים ה-6,10000,0.297761423,-63,15566,0.094345368,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.484387452,-14,Desert Marathon 2017,42195,0.973416475,-98,16998,-0.153144388,Seccess
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.371241379,-49,מרוץ הלילה של תל-אביב,10000,0.22606383,-51,15460,0.212750565,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.366689655,-70,חצי מרתון עמק המעיינות,21097,0.305411927,-35,15300,0.111392842,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.215787659,-35,מרוץ אייל 2016,15000,0.18200144,-20,13190,0.142484761,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.332988625,-84,מרוץ חיפה 2017,21097,0.3168477,-28,14703,0.130997218,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.352918438,-21,מרתון Winner טבריה 2017,42195,0.266758621,-49,14467,0.084699419,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.375862069,-49,חצי מרתון עמק המעיינות,21097,0.236929794,-35,13818,0.078064834,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.38977034,-14,Desert Marathon 2017,42195,0.574335412,-98,13989,-0.109826144,Seccess
Desert Marathon,מרוץ אייל 2017,15000,0.266247756,-6,מרוץ הלילה של תל-אביב 2017,10000,0.189072475,-11,15648,0.628099648,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.398068966,-49,חצי מרתון עמק המעיינות,21097,0.265310812,-35,15851,0.209941344,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.450053601,-21,מרתון טבריה Winner 2016,42195,0.406810155,-49,16115,0.075257673,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.308266319,-14,Desert Marathon 2017,42195,0.742861831,-98,13370,-0.195206932,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.317476732,-84,מרוץ חיפה 2017,21097,0.312456667,-28,15308,0.184779732,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.297943238,-35,מרוץ אייל 2016,15000,0.274010079,-20,14999,0.180161272,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.245209484,-21,מרתון Winner טבריה 2017,42195,0.480551724,-28,14690,0.088994155,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.322187751,-35,מרוץ הלילה של תל-אביב,10000,0.179711246,-16,14815,0.202498777,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.214857256,-21,מרתון Winner טבריה 2017,42195,0.409310345,-49,15479,0.146728521,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.218850987,-104,מרוץ חיפה 2017,21097,0.182574532,-8,13664,0.17992913,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.237586207,-49,חצי מרתון עמק המעיינות,21097,0.185912904,-35,11913,0.025436374,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.190164311,-35,מרוץ הלילה של תל-אביב,10000,0.128039514,-16,11446,0.062001536,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.206365621,-84,מרוץ חיפה 2017,21097,0.180032355,-28,11953,0.063484342,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.136964265,-84,מרוץ אייל 2017,15000,0.148473968,-20,11416,0.075059627,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.277310345,-49,חצי מרתון עמק המעיינות,21097,0.177180283,-35,12238,0.035066244,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.12489946,-84,מרוץ אייל 2017,15000,0.133752244,-20,12177,0.143585834,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.169481788,-84,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",10000,0.178291936,-28,11300,0.035487912,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.221128545,-21,מרתון טבריה Winner 2016,42195,0.252682082,-49,14094,0.133630989,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,42195,0.227180127,-21,מרתון טבריה Winner 2016,42195,0.244752449,-49,12209,0.010377104,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.163587626,-14,חצי מרתון עמק המעיינות,21097,0.123520625,-84,10983,0.025344684,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.211651155,-35,ספורטיאדה ריצה ואופניים יום I,5000,0.103087649,-30,11839,0.090837494,Same
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,42195,0.199199771,-47,מרוץ אייל 2017,15000,0.376840215,-57,10520,-0.135154674,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.175341836,-84,מרוץ אייל 2017,15000,0.273070018,-20,11508,0.000238034,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.163277031,-35,מרוץ אשדוד אליפות ישראל,5000,0.051222352,-31,11462,0.114957205,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.469794833,-51,מרוץ אייל 2016,15000,0.482649388,-4,13554,-0.109739352,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.180742273,-35,מרוץ אייל 2016,15000,0.151331893,-20,11982,0.092031882,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,42195,0.287967405,-21,"מרוץ הערבה ע""ש יוני פרידמן",10000,0.01183432,-27,12771,0.133469806,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.137768586,-35,מרוץ הלילה של תל-אביב,10000,0.075987842,-16,11351,0.10767351,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,42195,0.235394624,-21,מרתון טבריה Winner 2016,42195,0.218831212,-49,12662,0.049076303,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.189019757,-51,מרוץ אייל 2016,15000,0.163138949,-4,11321,0.036403406,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.158795818,-84,מרוץ אייל 2016,15000,0.144132469,-20,11340,0.041423371,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.175456739,-35,מרוץ אייל 2016,15000,0.147444204,-20,11989,0.097101252,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.169172414,-49,מרוץ אייל 2016,15000,0.128293737,-55,10791,0.001711455,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2016,21097,0.190137414,-21,מרתון טבריה Winner 2016,42195,0.214433264,-49,12210,0.044123938,Same
Tiberias Winner Marathon,מרוץ התחתונים ה-6,5000,0.083269672,-7,חצי מרתון עמק המעיינות,21097,0.178214409,-28,11611,0.101740718,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.193586207,-49,חצי מרתון עמק המעיינות,21097,0.146731012,-35,10979,-0.00517987,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.238426429,-14,Desert Marathon 2017,42195,0.402855267,-98,12076,-0.077810762,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.129150868,-35,מרוץ אשדוד אליפות ישראל,10000,0.140639553,-31,10816,0.042759962,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.12133747,-35,מרוץ הלילה של תל-אביב,10000,0.194908815,-16,10822,0.019945823,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.164081351,-35,חצי מרתון חיפה ה-19,21097,0.214884111,-28,11352,0.025137959,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.142594508,-35,מרוץ אייל 2016,15000,0.117350612,-20,10777,0.044992957,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.170515914,-98,מרוץ אייל 2017,15000,0.169479354,-20,12268,0.085819466,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.136734459,-84,מרוץ אייל 2017,15000,0.147217235,-20,10738,0.02668314,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.176137931,-49,חצי מרתון עמק המעיינות,21097,0.126048489,-35,11015,0.016668676,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.142019993,-84,מרוץ אייל 2017,15000,0.151166966,-20,11021,0.042568297,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.085832472,-35,מרוץ אייל 2016,15000,0.063786897,-20,9840,0.035535143,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.134206595,-35,מרוץ אייל 2016,15000,0.113894888,-20,10664,0.043121672,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.255172414,-49,חצי מרתון עמק המעיינות,21097,0.140181547,-35,11283,-0.009196114,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.170515914,-35,מרוץ אייל 2016,15000,0.07775378,-20,11352,0.090485843,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.630430658,-14,Desert Marathon 2017,21097,0.008858377,-98,11044,-0.146619626,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.11501781,-35,מרוץ אייל 2016,15000,0.094312455,-20,10262,0.034783143,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.121682179,-35,מרוץ אייל 2016,15000,0.098344132,-20,10701,0.059710982,Same
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",42195,0.056577697,-49,בשביל הבנים הדרוזים,15000,0.080534083,-56,10449,0.083788938,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.094673595,-21,מרתון Winner טבריה 2017,42195,0.152482759,-28,10372,-0.00552638,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.148799265,-35,מרוץ ספארי רמת-גן,10000,0.189587074,-21,11428,0.0506689,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.108008733,-35,חצי מרתון חיפה ה-19,21097,0.127338732,-28,10250,0.020946957,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.104561645,-35,מרוץ אייל 2016,15000,0.078617711,-20,10059,0.033858598,Same
Tiberias Winner Marathon,מרוץ הלילה של תל-אביב,10000,0.212386018,-51,מרוץ אייל 2016,15000,0.111735061,-4,11658,0.073663598,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.824530899,-14,International Tiberias Winner Marathon 2018,42195,0.69998571,-47,21195,0.097387258,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.563896405,-21,חצי מרתון עמק המעיינות,21097,0.353786051,-84,17548,0.131377889,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.760576741,-14,חצי מרתון השרון 2017,21097,0.505648289,-91,18700,0.05776952,Same
Desert Marathon,מרוץ אייל 2016,15000,0.343700504,-6,מרוץ חבר,15000,0.243016037,-36,18425,0.376072497,Failure
Tel Aviv Marathon,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.394259819,-21,מרתון טבריה Winner 2016,42195,0.586592923,-28,15703,-0.02049143,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.763964356,-14,חצי מרתון עמק המעיינות,21097,0.480868666,-84,18575,0.060010437,Same
Tel Aviv Marathon,"מרוץ ראשון לציון, אליפות הארץ ל 15 ק""מ",15000,0.481495468,-21,מרתון טבריה Winner 2016,42195,0.588125541,-28,17433,0.048813074,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.374797062,-21,מרתון Winner טבריה 2017,10000,0.178774767,-49,15581,0.188504654,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.356543721,-84,מרוץ הלילה של תל-אביב,10000,0.232902736,-16,16915,0.329165446,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.228541882,-35,מרוץ הלילה של תל-אביב,10000,0.294452888,-16,13739,0.117743994,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.611209896,-21,מרוץ ראשון לציון 2017,15000,0.348489769,-21,17881,0.131518856,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.689053104,-14,Desert Marathon 2017,21097,0.444247592,-98,19014,0.145470864,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.390325175,-98,מרוץ אייל 2017,15000,0.449192101,-20,19427,0.32029818,Failure
Tiberias Winner Marathon,מרוץ חבר,15000,0.398603207,-91,בשביל הבנים הדרוזים,15000,0.471117358,-14,17991,0.237622476,Same
Tiberias Winner Marathon,חצי מרתון השרון 2016,21097,0.582317073,-28,מרוץ הלילה של תל-אביב,10000,0.2931231,-23,19282,0.323797155,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.348040905,-84,מרוץ אייל 2017,15000,0.398922801,-20,15623,0.149085705,Same
Tel Aviv Marathon,מרוץ התחתונים ה-6,10000,0.860472248,-56,חצי מרתון עמק המעיינות,21097,0.399977019,-28,18681,0.130192838,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.804561268,-21,מרתון Winner טבריה 2017,42195,0.802827586,-49,20240,-0.042500397,Seccess
Desert Marathon,מרוץ חיפה 2017,10000,0.229030213,-14,מרוץ הלילה של נהריה 2017,10000,0.292535051,-24,15550,0.57889574,Failure
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.305618707,-21,חצי מרתון עמק המעיינות,21097,0.350683672,-63,15318,0.172274013,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.679034483,-49,חצי מרתון עמק המעיינות,21097,0.385039642,-35,17975,0.173799815,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.810827586,-49,חצי מרתון חיפה ה-19,21097,0.811225915,-63,20378,0.080585155,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,10000,0.327943521,-70,"המרתון המדברי, אילת 2016",42195,0.79727045,-49,17845,0.046475263,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.482585278,-104,מרוץ הלילה של תל-אביב 2017,10000,0.331768682,-11,18277,0.307667619,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.674418605,-14,מרוץ אייל 2017,15000,0.542549372,-104,19176,0.114595016,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.591202873,-104,מרוץ הלילה של תל-אביב 2017,10000,0.558580548,-11,17702,0.098295278,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.815241379,-49,מרוץ הלילה של תל-אביב,10000,0.44699848,-51,20475,0.26799101,Failure
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.865724138,-49,חצי מרתון עמק המעיינות,21097,0.671032977,-35,20961,0.16830486,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.347926003,-84,מרוץ אייל 2017,15000,0.3502693,-20,15678,0.177454548,Same
